f_food_id,f_food_name,f_class_name,f_food_desc,f_food_qty,f_food_price
f3702,珍珠奶茶,飲料,製作簡單，好喝，讚,1,100
f05001,培根流心蛋吐司,早餐,以培根包裹吐司，中間放上蛋和起司，切開就有層層夾心,1,165
f3501,炒泡麵對白飯的佔有,早餐,炒泡麵+飯,1,55
f04001,麻婆豆腐,中式料理,絞肉與豆腐的結合,2,85
f33003,樂活盤餐,小點心,裡面包含了抓餅加蛋、培根以及雞腿排，分量十足,1,199
f26001,牛肉番茄焗飯,中式料理,起司搭上番茄牛肉，超好吃,1,330
f4201,雜七雜八,早餐,凱薩雞肉沙拉,2,160
f1802,焗烤玉米鮪魚厚片,小點心,1.厚片 1片 2.鮪魚 約30公克 3.玉米 約70公克 4.起司絲 適量 5.起司 1片,1,100
f4202,番茄炸彈,早餐,卡布里沙拉,1,180
f26002,法式吐司,甜點,蜂蜜香蕉抹茶好讚,1,185
f34002,招牌黃湯麵,麵食,將配料爆香加入水煮成剛湯，川燙麵、韭菜，完成後將高湯配料加在一起即可,1,130
f30005,巧克力牛奶,飲料,香濃的巧克力牛奶是配早餐最棒的飲料，不僅是因為好喝，更能補充鈣質,1,25
f3502,煎餃與蘿蔔糕的聯姻,早餐,五顆煎餃+2片蘿蔔糕,1,40
f31001,超級培根蛋炒飯,中式料理,爆炒培根蛋炒飯,4,120
f07001,馬鈴薯起司烘蛋,西式料理,起司牽絲，馬鈴薯與蛋的軟糯,4,80
f04002,番茄炒蛋,中式料理,番茄與雞蛋的結合,2,85
f05002,焦糖布朗尼,甜點,甜膩的蛋糕加上餅乾酥脆的口感，軟綿酥脆的感覺,6,200
f15001,生菜沙拉,其他,好吃又健康的沙拉,1,35
f38001,醇濃抹茶那堤,飲料,好喝的飲料,1,150
f27001,辣炒年糕,韓式料理,軟糯的年配上甜辣的醬汁，醬汁收汁成弄稠狀，加蛋點綴更可口,1,100
f07002,酪梨布丁牛奶,飲料,酪梨的綿密布丁的滑嫩、濃郁奶香味,1,99
f0302,香煎牛排,西式料理,沙朗牛排、花椰菜、甜椒,1,269
f11001,起司玉子燒,日式料理,雞蛋燒中夾有起司 增添風味,2,75
f17001,玫瑰鹽香煎里肌豬排,西式料理,,1,199
f17002,蒜香奶油杏鮑菇,西式料理,,1,109
f17003,烤麵包,西式料理,,1,20
f17004,白米飯,西式料理,,1,25
f20002,韓式炒五花肉片,韓式料理,軟嫩的五花肉片，配上清脆香辣的泡菜,1,170
f32002,星空撞奶,飲料,將蝶豆花凍裝杯並到入鮮奶,5,150
f11002,鯛魚燒,日式料理,利用鬆餅粉製成的鯛魚燒,2,170
f14,拿鐵,飲料,牛奶120+咖啡濃縮80,1,90
f39002,奶油牛排煎節瓜,早餐,牛排上放上奶油旁邊放節瓜後一起煎,1,350
f15,蜂蜜寧逢氣泡水,飲料,氣泡水250mi+檸檬之30ml+蜂蜜20ml,1,90
f41001,鮪魚吐司,早餐,烤土司抹上鮪魚醬,1,60
f41002,營養生菜沙拉,早餐,將各式蔬菜水煮即可,1,65
f43001,法式吐司,西式料理,沾取蛋液的吐司下去煎,1,129
f19001,德腸佐歐姆蛋,西式料理,德式香腸歐姆蛋,1,120
f43002,法式滑蛋,西式料理,蛋液中加入牛奶下鍋持續攪拌即可起鍋,1,80
f23002,黑糖珍珠鮮奶,飲料,煮好黑糖珍珠後加入黑糖漿牛奶奶蓋撒黑糖粉,1,75
f19002,蜂蜜牛奶,飲料,蜂蜜牛奶,1,120
f45002,蜂蜜檸檬氣泡水,飲料,先倒一點蜂蜜在底部，再倒氣泡水和放幾塊冰塊到9分滿，最後放1片檸檬卡在杯子邊,1,100
f45003,西多士,西式料理,把麵包的邊切掉後黏滿蛋漿油炸至金黃色，放1小塊奶油和倒約10克蜂蜜,1,80
f44,煎餃,中式料理,放到氣炸鍋裡，設定溫度200度、時間八分鐘，等待時間到即可出鍋,1,45
f4402,雞蛋,中式料理,先準備一個碗，打入雞蛋，把蛋打散。 ,1,50
f0301,鮮炒蛤蠣,虛擬貨幣,來自海洋的鮮美滋味！,2,150
f0402,梅汁豆腐燒,虛擬貨幣,,1,50
f0023,冰淇淋蜜糖蘋果塔,甜點,烤好的鬆餅加上香草冰淇淋後淋上焦糖將在撒上些許肉桂粉,1,110
f0023-1,黑糖珍珠鮮奶,飲料,將煮好的黑糖珍珠及黑糖漿放置杯中加入牛奶及奶蓋在最上方撒上黑糖粉,1,70
f23001,冰淇淋蜜糖蘋果塔,甜點,烤好的鬆餅加上香草冰淇淋林上焦糖醬再撒上些許肉桂粉,1,200
f45001,蕃茄土豆紅蘿蔔蛋花湯,中式料理,把所有材料放進煲裏再滾起來,6,60
f15002,蕈菇奶油玉米濃湯,其他,好喝的濃湯,2,60
f0302,青椒炒肉絲,虛擬貨幣,經典口感，味蕾享受!,2,150
f1901,ㄒㄩㄣˉ木火腿太陽蛋金黃烤土司,虛擬貨幣,生吐司燻木火腿片火星太陽蛋佐蛋黃醬,1,90
f2201,巧克力奶酪,虛擬貨幣,Chocolata panna cotta.,6,50
f01001,氣死蛋餅,實體交易,蛋餅皮、雞蛋一顆、起司片一片,1,55
f3501,炒高麗菜,虛擬貨幣,將菜洗淨後熱油鍋，將菜全數倒入油鍋開始炒，並加入鹽巴，炒至軟嫩即完成,4,35
f31003,髒髒吐司,實體交易,吐司*2、巧克力醬,2,50
f31005,肥薯你拼盤,實體交易,雞塊、炸餃、雞米花、三角薯餅、厚切螺旋薯,1,200
f42006,安妞鍋燒麵,實體交易,,1,99
f42007,打Power豬炸饅頭,實體交易,,1,75
f01,西西里檸檬氣泡咖啡,實體交易,將冰塊、檸檬糖漿、檸檬風味氣泡水、冷翠咖啡依序加入融合攪拌,1,60
f0101,麻油水蓮,虛擬貨幣,清脆爽口的麻油炒水蓮,2,90
f0201,味噌豆腐湯,虛擬貨幣,步驟一、鍋中倒入700cc清水，煮滾。步驟二、水滾後加入味噌、板豆腐、鹽。步驟三、沸騰後，加入青蔥即完成。,6,40
f1801,照燒雞腿排,虛擬貨幣,1.將醬油、味醂、砂糖、水、薑末攪拌均勻成照燒醬備用  2.雞皮朝下放入鍋內，將雞皮面煎到金黃色 3.加入洋蔥拌炒4.倒,1,120
f25001,法式吐司,虛擬貨幣,開小火，將奶油放入平底鍋內。 將吐司放入鍋中，兩面煎至金黃色澤即可起鍋。 利用一球冰淇淋加以裝飾。,1,70
f25002,蜜香紅茶鮮奶茶,虛擬貨幣,將蜜香紅茶茶包泡開放涼。 加入鮮奶 依顧客喜好加入適量的糖。,1,50
f15001,鬆餅,虛擬貨幣,將牛奶跟雞蛋充分混合，於平底鍋內放奶油小火煎3分鐘，翻面再煎兩分鐘，最後放上冰淇淋裝飾即完成。,1,99
f15002,冰淇淋蜜香紅茶,虛擬貨幣,將蜜香紅茶茶包泡開放涼，依顧客喜好加入適量的糖，最後加入2球冰淇淋即完成。,1,55
f0202,鮮奶茶,虛擬貨幣,步驟一、鍋中倒入水，煮滾。步驟二、水滾後加入紅茶包浸泡。步驟三、10分鐘後撈起紅茶包，加入牛奶調味即完成。,4,30
f0901,生菜沙拉,虛擬貨幣,1將食材清洗並擦乾 2將生菜剝開跟番茄切片跟小黃瓜切片 3玉米筍燙熟 4玉米筍切片 5將上述食材擺盤淋上和風醬,4,80
f0902,可爾必思氣泡飲,虛擬貨幣,1將白開水用氣泡機打氣2將冰塊加入杯子3將氣泡水加入杯中4最後加入可爾必思,1,30
f3901,青花嫩雞溫沙拉,虛擬貨幣,,1,249
f23001,奶酪,虛擬貨幣,將牛奶加入糖及吉利丁粉，中小火一起煮至熔解，牛奶冒小泡即可關火，將鮮奶酪溶液倒入容器後，等稍微涼一點再放置冰箱凝結成型。,15,50
f40001,豆你玩,虛擬貨幣,將豆芽菜倒入鍋中，加入調味料拌炒起鍋,4,35
f40002,蒜你狠牛排,虛擬貨幣,先將辛香料爆香，再將牛排煎至七分熟，拌炒後即可,2,100
f23002,霜淇淋聖代,虛擬貨幣,先將容器放入冷凍庫（大約20分），將容器取出並且放入冰淇淋，再放上小糖果裝飾就完成囉。,1,70
f30003,蝦菇撞蛋,虛擬貨幣,將蝦仁調味後拌炒，再加入菇菇以及獨門秘醬，最後撒上蛋液及蔥花，蓋上鍋蓋燜煮即可起鍋,4,60
f11004,檸檬雞翼霸王,虛擬貨幣,將雞翅表面煎至金黃，加入秘製檸檬汁、蠔油、糖，蓋上鍋蓋燜煮至收汁,4,100
f19005,蝦趴炒飯,虛擬貨幣,先將蝦仁炒熟，加入蛋液、飯拌炒，再調味即可,4,90
f11006,水果蜂味優格,虛擬貨幣,將季節水果切塊，鋪在優格表面擺盤,2,150
f1701,一炮而紅,虛擬貨幣,小心燙口,1,20
f30007,我不是多多綠,虛擬貨幣,將水煮沸，依序放入味噌、豆腐、海帶芽即可,4,35
f19008,莓奶情緣,虛擬貨幣,將草莓、牛奶及煉乳加進果汁機，按下開關即可完成,2,65
f0502,濃醇香鮮奶茶,虛擬貨幣,小心燙口,1,40
f0503,懶人選擇,虛擬貨幣,白饅頭加荷包蛋是懶人的最佳選擇!,1,35
f3902,焦糖瑪奇朵,虛擬貨幣,,1,149
f2704,抱抱蜜大腿,虛擬貨幣,火腿蛋餅是最經典的早餐品項，口感酥脆豐富,1,55
f46001,黃金雞蛋豆腐,虛擬貨幣,豆腐切塊，裹上粉下油鍋炸,1,60
f46002,培你去買菜,虛擬貨幣,培根切片，和高麗菜炒到熟,1,55
f1405,腳踏兩條船,虛擬貨幣,玉米蛋吐司or里肌肉吐司 ,1,65
f49001,呱仔肉,虛擬貨幣,蔭瓜切塊，和肉末炒香，倒入醬油、蠔油、胡椒調味,2,70
f2706,米油佐醬拌麵,虛擬貨幣,鐵板麵是一道非常有特色和口感的中式炒麵菜品，受到許多人的喜愛。,1,85
f49002,轟炸雞,虛擬貨幣,雞腿肉切塊，裹上粉下油鍋炸,2,120
f1407,菜桃貴,虛擬貨幣,古早味蘿蔔糕,1,45
f0508,小煎冰,虛擬貨幣,冰花煎餃,1,45
f0509,沃是泥的大堡,虛擬貨幣,里肌肉漢堡 滿足又美味,1,55
f0510,沃是泥的小堡,虛擬貨幣,火腿蛋漢堡 滿足又美味,1,40
f1711,王子大雜燴,虛擬貨幣,炒泡麵,1,90
f1602,美式拿鐵,虛擬貨幣,香濃咖啡加入牛奶調配，就是一天的精神支柱！,1,90
f3701,焦糖烤布蕾,虛擬貨幣,,1,79
f402,炒泡麵,虛擬貨幣,炒泡麵,1,60
f2802,法式吐司,虛擬貨幣,經典法式吐司配上蘋果，既美味又健康,1,120
f2101,美式早餐拼盤,虛擬貨幣,擁有葷素搭配，在配上新鮮的水果，一道菜一次滿足,1,140
f2102,薯泥生菜沙拉,虛擬貨幣,清爽的生菜沙拉搭配飽胃的薯泥，配上新鮮的番茄片，讓人一口接著一口,1,140
f3702,主廚濃湯,虛擬貨幣,,1,129
f2201,焦香Oreo吐司,虛擬貨幣,,1,139
f2202,香檸鮭魚,虛擬貨幣,,1,259
f1201,可樂雞翅,虛擬貨幣,將雞翅洗淨擦乾，起油鍋，將大蒜片與薑片下鍋爆香，將雞翅煎至上色把米酒、可樂、醬油下鍋煮滾，撈掉渣渣煮至醬汁收乾即完成。,3,120
f05,黑糖珍珠鮮奶,實體交易,將煮好Q彈的珍珠使用黑糖點綴並加入香醇濃郁的鮮奶,1,60
f0402,青菜豆腐湯,虛擬貨幣,將小白菜洗淨，豆腐切塊，起水，水滾加入豆腐煮約3分鐘，加入小白菜，水滾後加入鹽巴調味，即完成,3,30
f3502,蔥爆豬肉,虛擬貨幣,先熱油鍋，並將豬絞肉倒入油鍋炒熟，並加入醬油及鹽巴提味，後再加入洋蔥及蔥花，拌均勻後即完成,4,100
f31,,虛擬貨幣,,0,0
f0102,醬燒杏鮑菇,虛擬貨幣,蠔油+蔥蒜的紅燒杏鮑菇,2,80
f01,馬鈴薯沙拉,虛擬貨幣,蛋2顆,馬鈴薯2顆,胡蘿蔔半條,沙拉醬一包,8,40
f02,香煎雞腿排,虛擬貨幣,雞腿排,杏鮑菇2朵,洋蔥1/4顆,馬鈴薯泥40克,1,190
f2212,茶泡飯,虛擬貨幣,茶漬?，用熱茶泡米飯，加上佐料，即飲即食,2,110
f01,薑絲蛤蜊湯,虛擬貨幣,薑絲蛤蜊湯,2,60
f45,鵝油蔥酥伴麵,,1/4份麵線、鵝油蔥酥1匙、蔥少許,1,95
f3001,慢食-貢丸湯,虛擬貨幣,煮出慢食貢丸湯,1,35
f3002,輕鬆配-皮蛋豆腐,虛擬貨幣,輕鬆實現皮蛋豆腐自由,2,50
f1202,炒菠菜,虛擬貨幣,將菜洗淨，即可加入油，先加入蒜頭爆香，略炒再加入菜葉，加鹽調味，即完成,4,25
f1701,慢食-酸甜咖哩飯,虛擬貨幣,酸甜爽口，蘋果咖喱香氣四溢，帶您品味獨特風味！,1,95
f1702,慢食-海帶味噌湯,虛擬貨幣,濃郁滋味，豐富營養，每一口都充滿海洋風味，讓您感受到大海的溫柔。,1,25
f380101,烤牛奶,虛擬貨幣,如果家裡有鮮奶快到期的話，  可以做這款好吃又簡單做的小甜點喔，很讚的喔,6,59
f0401,起士素煎餃,虛擬貨幣,,1,50
f380201,橘子果凍,虛擬貨幣,黃澄澄的橘子滾來囉！吃橘大吉大利！夏日來一杯橘子果凍，做法簡單，清涼解渴又健康,7,57
f2202,巧克力布朗尼,虛擬貨幣,Chocolata brownie.,3,100
f2211,大阪燒,虛擬貨幣,?好???(KONOMIYAKI) 加入喜歡的食材並依喜好的方式燒（煎）來吃,1,160
f451,餛飩湯,,半份餛飩、蔥少許,1,80
f44,牛肋條低卡便當,,,1,150
f03,巧克力熔岩蛋糕,虛擬貨幣,雞蛋,白糖,150g淡奶油,黑巧克力90g,可可粉,2,115
f03,嫩煎雞胸肉,虛擬貨幣,嫩煎雞胸肉,1,130
f04,焦糖蠔油雞翅,虛擬貨幣,雞翅,薑片,蠔油,砂糖,蒜蓉,3,40
f44-1,雞胸肉貝果,,,1,105
f02,雞胸肉炒蛋,虛擬貨幣,雞胸肉炒蛋,2,110
f05,熱壓布丁吐司,虛擬貨幣,吐司,布丁,奶油,1,89
f2221,Pita口袋餅,虛擬貨幣,皮塔餅中的「口袋」是由蒸汽膨脹形成，麵餅冷卻後變得平坦，中間留下一個口袋,2,100
f1902,日月潭台茶18號的鍋煮厚～奶茶,虛擬貨幣,日月潭台茶18號ㄍㄚˋ日本四葉北海道十勝100%牛乳,1,145
f06,薑炒麻油蛋,虛擬貨幣,麻油,鹽,薑,蛋,2,50
f2222,Pizza焗烤披薩,虛擬貨幣,義大利南歐的美食，將餅皮上放上自己喜歡的食材拿進烤箱烤。,1,150
f2231,古早味肉臊麵,虛擬貨幣,台灣傳統小吃，麵加上肉燥、豆芽菜、青蔥,2,70
f02,【檸檬塔】完美呈現！簡單又好吃的檸檬,實體交易,簡單又好吃的檸檬甜點,10,65
f03,美味?堡,虛擬貨幣,起司香濃令人回味,1,65
f07,麻油雞湯,虛擬貨幣,薑,麻油,雞肉,米酒,鹽,糖,6,90
f08,醋溜土豆絲,虛擬貨幣,馬鈴薯,蒜頭,蔥,白醋,鹽,糖,鮮炒手,6,20
f0601,台系烤肉炒泡麵,虛擬貨幣,五花烤肉炒台式傳統泡麵搭配新鮮蔬菜,1,120
f32001,墨西哥捲餅,虛擬貨幣,墨西哥餅皮*1、生菜(少許)、凱薩醬(少許)、雞胸肉(40克)、紫高麗菜(少許)、紅蘿蔔絲(少許),1,89
f32002,焦糖拿鐵,虛擬貨幣,牛奶(80cc)、糖漿(四匙)、現磨咖啡(機器)、冰塊(適量),1,70
f1601,招牌起司雞腿堡,虛擬貨幣,濃郁起司配上香嫩雞腿加上美味麵包，讓人一口大滿足,1,150
f2801,雞肉起司蛋吐司,虛擬貨幣,?煎雞肉配上起司的完美組合,1,150
f2401,白醬蛤蜊義大利麵,實體交易,,1,139
f2402,棉花糖熱可可,實體交易,,1,59
f01002,蘿蔔長糕糕,實體交易,蘿蔔糕*2,1,50
f1802,里肌肉片,虛擬貨幣,1.先將肉片加入醬油、蒜頭、青蔥、胡椒粉及一點水淹漬，放入冰箱等待入味2.將油倒入鍋子，放入肉片煎熟，即完成,4,80
f33,原味雞蛋奶油手工餅乾,虛擬貨幣,低筋麵粉、細砂糖、雞蛋、無鹽奶油,1,50
f2602,糖葫蘆,虛擬貨幣,砂糖、水、番茄,1,25
f2601,巧克力慕斯,虛擬貨幣,鬆餅粉、牛奶、雞蛋,1,65
f1001,木木梟香煎豆腐,虛擬貨幣,,1,80
f26,鬆餅,虛擬貨幣,鬆餅粉、牛奶、雞蛋,1,60
f3302,蛋塔,虛擬貨幣,雞蛋、牛奶、煉乳、淡奶油,1,45
f3303,焦糖奶茶,虛擬貨幣,紅茶茶包、牛奶、砂糖,1,30
f3701,檸檬紅茶,虛擬貨幣,好喝的檸檬紅茶,1,50
f3702,咖啡,虛擬貨幣,喝了會提神的咖啡,1,40
f0401,清炒小白菜,虛擬貨幣,將菜洗淨，薑切絲，乾鍋煸薑，微微捲起後，即可加入油，先將菜梗加入，略炒再加入菜葉，加鹽調味，即完成,4,30
f39,辣奶烏冬麵,虛擬貨幣,這是一道獨特的麵食，將辣椒和奶油的風味完美結合，口感豐富、辣度適中，入口即化。香濃的奶油味讓整道麵食變得更加豐富,1,180
f0602,法式奶油吐司淋龍眼蜂蜜,虛擬貨幣,法式鮮奶吐司淋上龍眼蜂蜜,1,100
f14,三明治,虛擬貨幣,美味又好吃的三明治,1,62
f04,德式蛋塔,實體交易,簡單好做的甜點料理,10,66
f40,英式伯爵鮮奶茶,虛擬貨幣,香氣十足、口感濃郁。我們使用優質的英式紅茶和新鮮的鮮奶,1,25
f0702,三蜜蜂蜂蜜檸檬,虛擬貨幣,,1,30
f0701,百變怪烤年糕,虛擬貨幣,,1,80
f0601,火雉雞炸雞,虛擬貨幣,,1,120
f1002,十萬伏特蛋包飯,虛擬貨幣,,1,150
f0602,啃果蟲蘋果沙拉,虛擬貨幣,,1,80
f09,馬鈴薯燉肉,虛擬貨幣,馬鈴薯燉肉,1,150
f3401,黑胡椒鐵板麵,虛擬貨幣,,1,50
f4701,奶茶,虛擬貨幣,,1,30
f3402,熱狗,虛擬貨幣,,1,30
f4702,巧克力吐司,虛擬貨幣,,1,30
f01,茶碗蒸,虛擬貨幣,日式茶碗蒸,1,75
f02,番茄蛋炒飯,虛擬貨幣,番茄蛋炒飯,1,105
f08,泡菜炒飯,虛擬貨幣,泡菜炒飯,1,120
f05,洋蔥炒蛋,虛擬貨幣,洋蔥炒蛋,1,90
f07,味噌湯,虛擬貨幣,味噌湯,1,85
f06,青椒炒豬肉,虛擬貨幣,青椒炒豬肉,1,140
f06,信州鮭魚味噌湯,實體交易,來自信州的味噌與大海的滋味,5,30
f0301,馬鈴薯濃湯,虛擬貨幣,健康、濃郁、奶香味十足的馬鈴薯濃湯，適合天氣冷時來一碗,1,90
f0302,炸物拼盤,虛擬貨幣,酥脆薯條、雞塊、Q彈花枝丸的組合令人無法抗拒,1,250
f471,炸飯糰???????????????,虛擬貨幣,飯捏成團加入油鍋中炸至金黃,3,80
f472,?????? ?拌酸辣剁肉,虛擬貨幣,豬絞肉炒熟加調味起鍋,1,200
f0501,金黃玉米濃湯,虛擬貨幣,金黃玉米濃湯,5,40
f0502,泡菜豬排堡,虛擬貨幣,泡菜豬排堡,1,100
f1301,蛋炒飯,虛擬貨幣,1鍋底加油2加入蒜片爆香3加點洋蔥4加入蛋液炒開5加入米飯6加點醬油調味,6,40
f1302,炒時蔬,虛擬貨幣,1鍋底加油並加熱2丟入蒜片及洋蔥爆香3加入菠菜拌炒4加點水下去5蓋上鍋蓋稍微悶一下6最後加點醬油調味,3,35
f52001,你真的很皮ㄟ,虛擬貨幣,切豆腐跟皮蛋然後淋上醬油,1,50
f41001,番茄蛋不是茄子蛋,虛擬貨幣,番茄炒蛋,1,160
f52002,So Dope,虛擬貨幣,切豆干然後加上醬由翻煎,1,80
f41002,荔枝圓舞曲,虛擬貨幣,荔枝酒加七喜加檸檬片,1,160
f52001,你真的很皮ㄟ,虛擬貨幣,切豆腐跟皮蛋然後淋上醬油,1,50
f52002,So Dope,虛擬貨幣,切豆干然後加入醬油翻煎,1,60
f01001,氣死蛋餅,實體交易,起司片、雞蛋、蛋餅皮,1,50
f03,鮪魚炒高麗菜,虛擬貨幣,鮪魚炒高麗菜,1,100
f04,蔥爆牛肉,虛擬貨幣,蔥爆牛肉,1,165
f13,麥香雞漢堡+薯條,虛擬貨幣,,1,80
f12,饅頭夾蛋,虛擬貨幣,,1,35
f04,清炒花椰菜,虛擬貨幣,清炒花椰菜,1,60
f20,起司玉米三明治,虛擬貨幣,充滿滋味的三明治,1,65
f161,鮮蝦沙拉,虛擬貨幣,洋蔥拌鮮蝦,1,250
f162,泰式多力魚,虛擬貨幣,清蒸多利魚淋泰式酸辣醬,1,200
f462,梅子 氣泡水,虛擬貨幣,梅子醬加氣泡水,3,80
f461,泰式芒果青,虛擬貨幣,芒果削皮沾醬,1,50
